Date,Close,Open,High,Low,Volume,log_return
4/13/2015,35191.56,34930.02,35191.56,34715.4,,0.00745965
4/14/2015,35043.44,35190.23,35539.03,34989.44,,-0.004217846
4/15/2015,34965.88,35042.33,35084.52,34947.29,,-0.002215706
4/16/2015,34832.62,34965.88,35194.66,34792.32,,-0.003818425
4/17/2015,35005.42,34832.62,35056.99,34762.42,,0.004948603
4/20/2015,34730.95,35005.42,35073.89,34719.68,,-0.007871686
4/21/2015,34510.81,34721.61,34764.27,34354.6,,-0.006358612
4/22/2015,34529.46,34507.85,34570.8,34411.48,,0.000540264
4/23/2015,34494.36,34529.46,34591.73,34429.71,,-0.00101704
4/24/2015,34485.72,34493.37,34493.37,34335.25,,-0.000250507
4/27/2015,34317.72,34485.72,34505.72,34297.12,,-0.004883486
4/28/2015,34129.88,34317.72,34319.48,34086.54,,-0.005488592
4/29/2015,34050.92,34129.88,34226.8,34013.24,,-0.002316196
4/30/2015,34708.11,34051.27,34732.54,34034.02,,0.019116326
5/4/2015,34649.28,34708.11,34956.96,34509.36,,-0.001696431
5/5/2015,34600.33,34649.96,34830.58,34511.35,,-0.001413727
5/6/2015,34427.12,34600.33,34612.56,34391.74,,-0.005018594
5/7/2015,34400.48,34427.03,34573.68,34366.27,,-0.000774108
5/8/2015,34388.12,34400.48,34436.18,34370.75,,-0.000359362
5/11/2015,34342.07,34388.12,34388.29,34211.31,,-0.001340023
5/12/2015,34115.49,34341.89,34410.38,34111.51,,-0.0066196
5/13/2015,34208.3,34115.49,34419.32,34105.18,,0.002716771
5/14/2015,34416.29,34208.3,34416.29,34199.73,,0.006061694
5/15/2015,34439.52,34414.18,34482.51,34374.66,,0.000674743
5/18/2015,34781.46,34439.39,34781.46,34439.39,,0.009879744
5/19/2015,34706.93,34781.46,34873.57,34653.19,,-0.002145107
5/20/2015,34533.4,34706.93,34733.88,34504.18,,-0.005012407
5/21/2015,34459.7,34533.4,34533.88,34446.34,,-0.002136446
5/22/2015,34272.09,34459.7,34462.88,34220.11,,-0.005459205
5/25/2015,34151.81,34272.09,34315.41,34144.56,,-0.003515734
5/26/2015,34298.64,34151.81,34352.94,34147.45,,0.004290117
5/27/2015,34355.31,34298.64,34355.31,33986.05,,0.001650889
5/28/2015,34310.37,34355.31,34417.78,34255.29,,-0.001308951
6/1/2015,34044.65,34310.37,34332.94,34044.65,,-0.007774742
6/2/2015,34061.89,34044.65,34061.89,33969.82,,0.000506266
6/3/2015,33879.21,34061.89,34065.72,33775.21,,-0.005377612
6/4/2015,33476.77,33879.21,33887.67,33447.06,,-0.011949786
6/5/2015,33664.91,33466.41,33664.91,33172.79,,0.005604283
6/8/2015,33590.33,33664.91,33694.26,33548.63,,-0.002217821
6/9/2015,33492.17,33590.33,33612.63,33490.54,,-0.002926548
6/10/2015,33462.34,33492.17,33539.98,33419.42,,-0.000891053
6/11/2015,33556.35,33462.34,33566.03,33425.64,,0.002805488
6/12/2015,33621.75,33556.35,33735.92,33556.35,,0.001947064
6/15/2015,33720.64,33621.75,33720.64,33578.61,,0.002936934
6/16/2015,33602.67,33719.45,33730.67,33494.42,,-0.003504585
6/17/2015,33478.42,33602.67,33621.2,33444.2,,-0.003704476
6/18/2015,33460.5,33478.42,33549.66,33381.62,,-0.000535413
6/19/2015,33257.9,33460.5,33483.37,33223.86,,-0.006073306
6/22/2015,33384.59,33257.9,33402.4,33250.14,,0.003802083
6/23/2015,33380.84,33384.59,33487.98,33375.44,,-0.000112334
6/24/2015,33266.87,33380.84,33413.66,33229.37,,-0.003420076
6/25/2015,33121.65,33266.87,33266.87,33055.36,,-0.00437486
6/26/2015,32853.49,33121.65,33121.65,32756.16,,-0.008129167
6/29/2015,33249.19,32853.49,33249.19,32788.39,,0.011972426
6/30/2015,33456.83,33249.19,33465.31,33030.13,,0.006225545
7/1/2015,32863.43,33456.83,33470.62,32789.83,,-0.017895462
7/2/2015,32739.11,32863.35,32869.36,32697.13,,-0.003790102
7/3/2015,32538.34,32739.11,32745.16,32531.64,,-0.006151301
7/6/2015,32444.12,32538.34,32570.59,32382.09,,-0.002899861
7/7/2015,32380.26,32444.12,32507.26,32322.66,,-0.001970247
7/8/2015,32031.73,32380.26,32381.47,31994.24,,-0.010822004
7/9/2015,31768.23,32031.73,32100.34,31750.53,,-0.00826024
7/10/2015,31729.26,31768.23,31791.23,31682.15,,-0.00122745
7/13/2015,31628.2,31730.48,31845.78,31616.86,,-0.003190156
7/14/2015,31372.9,31628.2,31629.57,31357.96,,-0.008104665
7/15/2015,30970.51,31372.9,31379.28,30943.89,,-0.012909002
7/16/2015,31047.99,30970.51,31049.82,30483.45,,0.002498611
7/21/2015,31332.39,31047.99,31338.25,30998.81,,0.009118315
7/22/2015,31267.25,31332.39,31375.25,31206.27,,-0.002081163
7/23/2015,31216.72,31267.51,31321.78,31186.06,,-0.001617375
7/24/2015,31091.69,31216.72,31238.2,31030.24,,-0.004013268
7/27/2015,30807.54,31091.69,31102.28,30761.98,,-0.009181116
7/28/2015,30614.81,30807.54,30835.83,30605.83,,-0.006275586
7/29/2015,30510.95,30674.92,30674.98,30464.41,,-0.003398243
7/30/2015,30436.18,30514.17,30540.84,30347.24,,-0.002453603
7/31/2015,30180.27,30436.18,30455.28,30050.12,,-0.008443633
8/3/2015,30247.83,30180.27,30300.31,30141.61,,0.002236047
8/4/2015,30458.86,30247.83,30458.86,30199.61,,0.006952474
8/5/2015,31403.75,30458.86,31414.73,30458.86,,0.030550392
8/6/2015,31495.73,31403.75,31614.66,31395.37,,0.002924669
8/7/2015,31441.71,31495.73,31519.17,31323.54,,-0.001716626
8/10/2015,31446.42,31441.71,31773.68,31396.93,,0.00014979
8/11/2015,31269.71,31427.68,31486.98,31194.11,,-0.005635248
8/12/2015,31107.11,31269.71,31279.71,30998.94,,-0.005213487
8/13/2015,30752.63,31106.51,31106.51,30677.39,,-0.011460891
8/14/2015,30705.62,30752.63,30826.09,30623.15,,-0.001529819
8/17/2015,29909.44,30705.62,30705.64,29879.8,,-0.02627155
8/18/2015,30112.62,29909.44,30112.62,29633.26,,0.006770203
8/19/2015,30042.38,30112.62,30112.62,29445.78,,-0.002335302
8/20/2015,29747.57,30042.38,30051.97,29487.77,,-0.009861603
8/21/2015,29878.33,29747.57,30034.79,29462.76,,0.00438602
8/24/2015,29214.13,29878.33,29889.67,29193.73,,-0.022480972
8/25/2015,28807,29214.13,29214.13,28526.29,,-0.014034083
8/26/2015,28137.65,28807,28807,28122.91,,-0.023509876
8/27/2015,28221.75,28137.65,28302.94,28053.16,,0.00298442
8/28/2015,28831.97,28221.75,28833.99,28106.2,,0.021391884
8/31/2015,29684.84,28814.62,29684.84,28814.62,,0.029151637
9/1/2015,30225.34,29713.66,30314.73,29713.66,,0.018044168
9/2/2015,29870.86,30225.34,30275.77,29789.83,,-0.011797222
9/3/2015,29393.77,29870.86,29870.86,29309.19,,-0.016100676
9/4/2015,29511.08,29390.4,29583.7,29293.57,,0.003983039
9/7/2015,30052.2,29511.08,30052.29,29508.08,,0.018170084
9/8/2015,30358.87,30052.2,30379.57,30038.74,,0.010152862
9/9/2015,29449.9,30358.87,30364.17,29329.4,,-0.030398217
9/10/2015,29403.12,29454.09,29488.83,28611.89,,-0.001589723
9/11/2015,29689.08,29420.83,29813.96,29420.83,,0.00967851
9/14/2015,30369.97,29689.08,30481.32,29689.08,,0.02267499
9/15/2015,30311.77,30369.97,30525.38,30257.6,,-0.001918205
9/16/2015,30359.47,30311.77,30362.83,30135.28,,0.001572409
9/17/2015,30410.39,30359.47,30516.15,30055.26,,0.001675831
9/18/2015,30332.68,30410.39,30453.7,30131.61,,-0.002558647
9/21/2015,30265.9,30332.68,30564.18,30251.73,,-0.002204013
9/22/2015,30426.1,30265.9,30545.97,30264.77,,0.005279126
9/23/2015,30543.17,30426.78,30560.93,30425.31,466940000,0.0038403
9/28/2015,30762.29,30543.17,30781.61,30525.39,,0.007148496
9/29/2015,30825,30762.29,30825,30560.3,,0.00203646
9/30/2015,31217.77,30825,31217.77,30505.37,,0.012661435
10/2/2015,30588.41,31217.77,31256.16,30480.76,,-0.020366305
10/5/2015,30405.88,30588.41,30588.41,30387.37,,-0.005985168
10/6/2015,30330.58,30405.88,30405.88,30213.2,,-0.002479566
10/7/2015,30141.06,30330.58,30331.79,30084.12,,-0.006268083
10/8/2015,30123.2,30141.06,30223.71,29979.9,,-0.000592723
10/9/2015,30165.19,30123.2,30194.08,30105.66,,0.001392972
10/12/2015,30231.16,30165.22,30306.29,30051.8,,0.00218457
10/13/2015,30058.4,30231.16,30265.48,30058.05,,-0.005731025
10/14/2015,29668.16,30058.4,30066.88,29656.86,,-0.013067739
10/15/2015,29700.08,29667.24,29784.19,29555.4,,0.001075323
10/16/2015,29834.21,29700.08,29881.34,29700.08,,0.004505982
10/19/2015,30219.01,29834.21,30222.43,29820.94,,0.012815475
10/20/2015,30325.11,30219.01,30328.91,30175.19,,0.003504886
10/21/2015,30199.15,30325.11,30329.23,29931.55,,-0.004162304
10/22/2015,30025.62,30199.15,30243.78,29975.48,,-0.005762761
10/23/2015,30011.89,30025.62,30118.37,29983.72,,-0.000457381
10/26/2015,29828.95,30011.89,30015.06,29823.24,,-0.006114238
10/27/2015,29572.9,29828.95,29828.95,29366.04,,-0.008620997
10/28/2015,29396.31,29572.9,29578.77,29382.63,,-0.005989245
10/29/2015,29446.95,29396.31,29446.95,29146.95,,0.001721183
10/30/2015,29177.72,29446.95,29452.13,29152.82,,-0.009184935
11/2/2015,29136.85,29177.72,29273.48,29061.49,,-0.001401708
11/3/2015,29052.87,29136.85,29160.8,29034.1,,-0.002886422
11/4/2015,29032.44,29052.87,29276.26,28999.74,,-0.000703448
11/5/2015,29030.97,29032.44,29106.32,28999.79,,-5.06E-05
11/6/2015,29175.35,29030.97,29180.68,29013.28,,0.004960983
11/9/2015,29168.04,29175.35,29232.09,29136.28,,-0.000250585
11/10/2015,28980.07,29168.04,29248.49,28978.92,,-0.006465237
11/11/2015,29014.78,28981.12,29129.49,28963.73,,0.001197003
11/12/2015,28798.67,29014.78,29034.5,28778.02,,-0.00747615
11/13/2015,28841.67,28798.67,28846.23,28715.57,,0.001492011
11/16/2015,28532.81,28841.67,28846.48,28484.05,,-0.010766563
11/17/2015,28351.28,28532.81,28651.68,28231.53,,-0.006382474
11/18/2015,28219.44,28351.28,28373.17,28207.22,,-0.004661077
11/19/2015,28203.2,28219.44,28244.59,28179.03,,-0.000575655
11/20/2015,28131.28,28203.2,28281.89,28085.14,,-0.002553322
11/23/2015,27843.55,28131.28,28276.57,27843.55,,-0.010280783
11/24/2015,27596.81,27843.55,27851.62,27584.38,,-0.008901155
11/25/2015,27743.92,27596.81,27743.92,27574.98,,0.005316531
11/26/2015,27697.12,27743.92,27791.89,27657.81,,-0.00168828
11/27/2015,27617.45,27697.12,27739.1,27592.94,,-0.002880617
11/30/2015,27385.69,27617.45,27635.2,27275.02,,-0.008427205
12/1/2015,27314,27385.69,27385.69,27268.07,,-0.002621223
12/2/2015,27287.89,27314,27384.57,27201.33,,-0.000956377
12/3/2015,27559.18,27287.89,27561.43,27270.77,,0.009892678
12/4/2015,27631.05,27559.18,27633.16,27505.21,,0.002604448
12/7/2015,27833.89,27631.05,27833.89,27332.95,,0.007314203
12/8/2015,27533.03,27833.89,28675.96,27496.29,,-0.010867968
12/9/2015,27004.5,27533.03,27584.39,26856.37,,-0.019382856
12/10/2015,27205.95,27004.5,27220.48,26992.94,,0.007432181
12/11/2015,27269.71,27205.72,27430.35,27201.86,,0.002340863
12/14/2015,27179.28,27269.71,27334.14,27140.37,,-0.003321644
12/15/2015,26950.76,27179.28,27185.31,26890.52,,-0.008443421
12/16/2015,26948.43,26950.76,27246.84,26894.2,,-8.65E-05
12/17/2015,26953.05,26948.43,27040.07,26945.93,,0.000171424
12/18/2015,26537.36,26952.44,26992.5,26528.42,,-0.015542912
12/21/2015,26728.64,26537.36,26728.64,26493.64,,0.007182098
12/22/2015,26918.22,26728.64,26918.22,26565.26,,0.007067731
12/23/2015,26871.24,26918.22,26963.08,26742.05,,-0.001746811
12/29/2015,26763.24,26871.24,26963.39,26476.17,,-0.004027266
12/30/2015,27777.83,26763.24,27777.83,26762.14,,0.037208916
12/31/2015,28642.25,27777.83,28642.25,27690,,0.03064468
1/4/2016,28370.32,28642.25,28707.29,28350.59,,-0.009539372
1/5/2016,28102.14,28370.32,28373.15,28079.08,,-0.009497798
1/6/2016,27180.76,28102.14,28131.7,27129,,-0.03333636
1/7/2016,27266.18,27180.76,27266.18,26702.22,,0.003137736
1/8/2016,27028.39,27266.18,27275.24,26628.27,,-0.008759311
1/11/2016,26350.18,27028.39,27070.4,26303.7,,-0.025412689
1/12/2016,26034.93,26350.18,26400.35,26024.39,,-0.012036008
1/13/2016,25103.05,26034.93,26094.44,25071.57,,-0.036449745
1/14/2016,24239.98,25103.05,25103.05,24223.22,,-0.034986017
1/15/2016,23514.04,24239.98,24239.98,23371.54,,-0.030405647
1/18/2016,22550.83,23514.04,23514.04,22547.72,,-0.041825817
1/19/2016,22456.32,22550.83,22557.59,22330.96,,-0.004199783
1/20/2016,23335.01,22456.32,23384.57,22456.32,,0.038382719
1/21/2016,23686.67,23335.01,23687.13,23335.01,,0.014957635
1/22/2016,23826.5,23686.67,23826.5,23484.17,,0.005885964
1/25/2016,23963.64,23826.5,24145.9,23821.12,,0.005739275
1/26/2016,23832.03,23963.64,23996.94,23786.73,,-0.005507207
1/27/2016,23333.34,23832.03,23832.03,23311.95,,-0.021147235
1/28/2016,23598.85,23333.34,23667.82,23333.34,,0.011314743
1/29/2016,23916.15,23598.85,23923.26,23598.85,,0.013355981
2/1/2016,23826.76,23916.15,24168.39,23784.32,,-0.003744644
2/2/2016,23834.87,23826.76,23865.58,23723.94,,0.000340316
2/3/2016,23605.89,23834.87,23878.02,23537.43,,-0.009653377
2/4/2016,23517.19,23605.89,23715.84,23384.75,,-0.003764614
2/5/2016,23501.87,23532.29,23656.73,23353.84,,-0.000651651
2/8/2016,23977.17,23501.87,23977.17,23461.97,,0.020022135
2/9/2016,23981.09,23977.1,23981.09,23589.16,,0.000163475
2/10/2016,24135.4,23981.09,24135.4,23933.23,,0.006414039
2/11/2016,24664.89,24135.4,24671.82,24135.4,,0.021701132
2/12/2016,24689.69,24664.89,24893.66,24446.27,,0.001004973
2/15/2016,24827.5,24689.69,24845.69,24375.1,,0.005566162
2/16/2016,24514.91,24827.5,24828.9,24511.38,,-0.012670406
2/17/2016,24056.12,24514.91,24543.32,24049.1,,-0.01889207
2/18/2016,24261.69,24056.12,24262.04,24003.3,,0.008509129
2/19/2016,24432.51,24261.69,24445.18,24256.81,,0.007016059
2/22/2016,24423.37,24432.51,24478.02,24394.89,,-0.000374162
2/23/2016,24090.98,24423.37,24437.75,24066.36,,-0.013702964
2/24/2016,23883.34,24090.98,24091.01,23881.05,,-0.008656352
2/25/2016,24042.73,23883.34,24078.1,23872.14,,0.006651519
2/26/2016,24228.79,24042.73,24234.04,24034.28,,0.007708932
2/29/2016,24570.73,24228.79,24574.16,24181.51,,0.014014302
3/1/2016,24838.31,24570.73,24846.12,24436.97,,0.010831322
3/2/2016,25396.83,24838.31,25560.26,24838.31,,0.022237144
3/3/2016,25816.29,25396.83,25816.29,25342.52,,0.016381325
3/4/2016,25820.1,25817.68,25819.75,25731.27,,0.00014757
3/7/2016,25890.94,25821.9,25891.28,25793.64,,0.002739842
3/8/2016,25755.01,25890.94,25978.12,25510.43,,-0.005263929
3/9/2016,25885.31,25755.01,25892.29,25755.01,,0.005046455
3/10/2016,25923.77,25885.31,25942.76,25867.29,,0.001484682
3/11/2016,25988.4,25923.77,26093.31,25922.04,,0.002489976
3/14/2016,25853.58,25988.4,26250.34,25806.99,,-0.005201202
3/15/2016,25745.13,25814.03,25908.2,25714.06,,-0.0042036
3/16/2016,25657.48,25744.2,25745.11,25639.33,,-0.003410336
3/17/2016,25679.03,25657.48,25733.36,25589.18,,0.000839558
3/18/2016,25694.79,25679.87,25694.79,25512.71,,0.000613542
3/21/2016,25902.95,25694.79,25992.67,25660.4,,0.008068614
3/22/2016,26020.4,25902.95,26067.87,25898.92,,0.004523984
3/23/2016,25736.92,26020.4,26026.48,25687.65,,-0.010954309
3/24/2016,25899.91,25736.92,25918.6,25736.92,,0.006312957
3/29/2016,25277.29,25899.91,25906.07,25502.53,,-0.02433313
3/30/2016,25145.28,25545.1,25617.2,25267.62,,-0.005236159
3/31/2016,25306.22,25145.28,25351.81,25141.91,,0.00638001
4/1/2016,25507.09,25306.22,25507.09,25284.17,,0.007906237
4/4/2016,25349.07,25507.09,25532.76,25288.64,,-0.00621441
4/5/2016,25454.75,25349.07,25455.82,25338.3,,0.004160323
4/6/2016,25464.94,25454.75,25466.94,25429.21,,0.000400238
4/7/2016,25369.52,25455.69,25457.82,25193.74,,-0.003754151
4/8/2016,25328.06,25369.51,25378.09,25292.46,,-0.001635581
4/11/2016,24649.39,25328.06,25337.21,24638.38,,-0.027160718
4/12/2016,24639.48,24648.84,24654.56,24569.72,,-0.000402119
4/13/2016,24637.91,24639.48,24680.18,24580.49,,-6.37E-05
4/14/2016,24746.16,24637.91,24746.16,24621.09,,0.004384012
4/15/2016,24719.44,24746.04,24760.37,24613.51,,-0.001080347
4/18/2016,24596.34,24719.27,24719.27,24576.59,,-0.004992327
4/19/2016,24624.56,24636.56,24645.12,24577.41,,0.001146667
4/20/2016,24784.95,24659.17,24788.39,24659.17,,0.006492295
4/21/2016,24909.88,24784.95,24916.15,24784.95,,0.005027898
4/22/2016,24850.11,24909.88,24913.12,24817.1,,-0.002402333
4/25/2016,24765.1,24850.11,24853.47,24740.3,,-0.003426775
4/26/2016,24824.84,24773.51,24874.01,24760.49,,0.002409361
4/27/2016,24809.29,24823.86,24852.71,24749.15,,-0.000626585
4/28/2016,24957.08,24809.29,25033.37,24806.05,,0.00593937
4/29/2016,25062.41,24957.08,25164.14,24951.08,,0.004211565
5/3/2016,25865.5,25062.41,25930.87,25059.05,,0.03154092
5/4/2016,25716.06,25865.5,26087.04,25680.65,,-0.005794335
5/5/2016,25563.78,25715.42,25717.78,25512.94,,-0.005939194
5/6/2016,25701.6,25563.78,25726.03,25451.44,,0.005376741
5/9/2016,25828.3,25701.6,25898.82,25701.6,,0.004917543
5/10/2016,25646.84,25828.3,25876.49,25612.34,,-0.007050423
5/11/2016,25630.62,25646.56,25714.07,25601.15,,-0.000632637
5/12/2016,25865.06,25630.62,25865.06,25630.04,,0.009105293
5/13/2016,26441.03,25865.06,26673.11,25865.06,,0.022023947
5/16/2016,26818.77,26441.03,26859.08,26401.02,,0.014185045
5/17/2016,26655.48,26799.44,26873.71,26575.85,,-0.006107258
5/18/2016,26763.86,26655.48,26771.74,26570.02,,0.004057712
5/19/2016,27028.24,26763.86,27055.35,26753.13,,0.009829775
5/20/2016,27129.41,27028.24,27155.15,27008.06,,0.003736134
5/23/2016,27015.97,27116.45,27116.45,26832.75,,-0.004190207
5/24/2016,27231.5,27015.97,27231.5,26993.78,,0.007946219
5/25/2016,28260.61,27231.5,28261.65,27231.5,,0.037094571
5/26/2016,28877.47,28260.61,28963.21,28260.61,,0.021592744
5/27/2016,28902.25,28877.47,29125.78,28877.47,,0.00085774
5/31/2016,27671.08,28902.25,28907.56,27657.31,,-0.043531622
6/1/2016,26910.23,27663.16,27663.16,26893.58,,-0.027881313
6/2/2016,27183.64,26890.02,27218.6,26446.96,,0.01010881
6/3/2016,27634.48,27183.64,27660.83,27181.82,,0.016448947
6/6/2016,27599.48,27634.42,27716.1,27488.88,,-0.001267336
6/7/2016,27475.48,27585.06,27585.06,27440.42,,-0.004502961
6/8/2016,27098.18,27475.48,27496.62,27090.25,,-0.013827404
6/9/2016,27284.83,27098.18,27347.99,27091.63,,0.006864303
6/10/2016,27232.62,27284.83,27439.33,27205.65,,-0.001915351
6/13/2016,27103.38,27232.62,27264.55,27051.17,,-0.004757076
6/14/2016,27034.05,27103.38,27116.21,26966.95,,-0.002561261
6/15/2016,27891.96,27034.05,27891.96,27034.05,,0.031241293
6/16/2016,28489.87,27917.23,28755.05,27917.23,,0.02121011
6/17/2016,29247.27,28489.89,29271.57,28489.89,,0.02623765
6/20/2016,28769.9,29247.27,29355.21,28752.98,,-0.016456534
6/21/2016,29422.71,28769.9,29425.4,28725.53,,0.022437123
6/22/2016,30127.82,29422.71,30134.68,29422.71,,0.023682172
6/23/2016,31071.25,30127.82,31071.25,30127.82,,0.030833957
6/24/2016,30649.66,31071.25,31073.32,30163.91,,-0.013661385
6/27/2016,29843.79,30649.66,30683.18,29820.44,,-0.026644791
6/28/2016,29575.24,29840.23,29840.23,29342.05,,-0.009039253
6/29/2016,29812.91,29575.24,29868.23,29529.95,,0.008003996
6/30/2016,29597.79,29812.91,29846.67,29580.93,,-0.007241825
7/1/2016,29305.4,29597.79,29601.05,29259.39,,-0.009927897
7/4/2016,29005.33,29305.4,29332.39,28980.61,,-0.010292193
7/8/2016,28854.98,29002.26,29041.12,28828.74,,-0.005197011
7/11/2016,28813.51,28854.98,28890.5,28598.46,,-0.001438221
7/12/2016,28857.34,28813.71,28942.99,28709.73,,0.001520006
7/13/2016,28730.42,28857.74,28861.2,28694.82,,-0.004407888
7/14/2016,28703.09,28730.42,28736.87,28658.2,,-0.000951709
7/15/2016,28805.45,28703.09,28855.18,28702.55,,0.003559823
7/18/2016,28740.24,28805.45,28875.74,28681.21,,-0.002266374
7/19/2016,28488.56,28733.9,28739.38,28472.53,,-0.008795628
7/20/2016,28221.18,28488.56,28489.57,28201.38,,-0.009429843
7/21/2016,27997.29,28221.18,28223.24,27990.26,,-0.00796504
7/22/2016,27659.44,27997.29,28078.29,27659.44,,-0.01214064
7/25/2016,27629.9,27659.44,27693.1,27449.64,,-0.001068561
7/26/2016,27945.02,27629.9,27985.69,27619.37,,0.011340489
7/27/2016,28205.62,27945.02,28263.02,27945.02,,0.00928224
7/28/2016,28046.96,28205.62,28207.06,28040.68,,-0.005641001
7/29/2016,28009.93,28057.91,28130.08,28003.61,,-0.001321158
8/1/2016,27843,28009.93,28040.45,27802.49,,-0.005977502
8/2/2016,27831.95,27843,28006.15,27757.96,,-0.000396947
8/3/2016,27687.8,27831.95,27840.55,27687.17,,-0.005192758
8/4/2016,27751.34,27687.8,27795.31,27658.43,,0.002292244
8/5/2016,27425.86,27751.34,27766.99,27425.86,,-0.011797763
8/8/2016,27394.98,27425.86,27458.99,27313.96,,-0.001126579
8/9/2016,27272.14,27394.98,27476.31,27248.35,,-0.004494117
8/10/2016,27421.83,27272.14,27421.83,27220.76,,0.005473743
8/11/2016,27280.95,27421.83,27461.59,27241.08,,-0.005150755
8/12/2016,27246.98,27280.95,27291.06,27180.04,,-0.001245967
8/15/2016,27316.52,27246.88,27341.27,27179.66,,0.002548958
8/16/2016,27389.02,27316.52,27438.07,27294.28,,0.002650556
8/17/2016,27437.25,27389.02,27536.23,27355.19,,0.001759376
8/18/2016,27420.99,27437.25,27565.48,27365.25,,-0.000592801
8/19/2016,27650.32,27420.99,27681.31,27420.99,,0.008328523
8/22/2016,27817,27650.32,27842.91,27650.32,,0.006010043
8/23/2016,27810.28,27812.06,27921.99,27728.9,,-0.000241608
8/24/2016,27880.46,27810.28,27881.03,27753.84,,0.002520349
8/25/2016,27379.95,27880.46,27883.68,27365.22,,-0.018115091
8/26/2016,27450.91,27379.95,27573.19,27271.24,,0.002588325
8/29/2016,27368.41,27450.91,27452.83,27312.47,,-0.00300989
8/30/2016,27493.12,27368.41,27517.13,27364.18,230130000,0.004546363
8/31/2016,27599.03,27493.12,27612.13,27487.2,262610000,0.003844836
9/1/2016,28419.92,27599.03,28421.27,27599.03,229230000,0.029309681
9/2/2016,27756.67,28419.92,28488,27744.76,309450000,-0.023614136
9/5/2016,27707.12,27756.67,27786.75,27679.42,195020000,-0.001786752
9/6/2016,27503.81,27707.12,27707.12,27503.81,176770000,-0.007364879
9/7/2016,27522.62,27503.75,27528.97,27365.77,295660000,0.000683671
9/8/2016,27574.09,27522.62,27574.77,27445.4,242740000,0.001868352
9/9/2016,27577.52,27574.09,27611.31,27557.65,272850000,0.000124384
9/14/2016,27642.13,27577.52,27642.13,27541.48,182300000,0.00234011
9/15/2016,27725.4,27642.13,27748.04,27633.38,200290000,0.003007902
9/16/2016,27858.48,27725.4,27858.56,27661.62,228930000,0.004788448
9/19/2016,27839.93,27858.48,28049.07,27811.15,328200000,-0.000666087
9/20/2016,28209.93,27839.93,28225.53,27839.09,231460000,0.013202723
9/21/2016,28214.57,28209.93,28239.64,28161.91,225100000,0.000164468
9/22/2016,28166.42,28214.57,28292.01,28137.67,410060000,-0.001708023
9/23/2016,28247.11,28166.42,28303.44,28140.14,265070000,0.002860663
9/26/2016,28263.16,28247.07,28290.24,28238.96,249770000,0.000568038
9/27/2016,28248.86,28263.16,28269.07,28174.07,294910000,-0.000506087
9/28/2016,28236.23,28248.86,28252.97,28161.95,159050000,-0.000447198
9/29/2016,28247.56,28236.23,28299.24,28168.85,170370000,0.000401177
9/30/2016,28335.4,28247.56,28335.4,27907.57,217810000,0.003104824
10/4/2016,28283.99,28335.4,28346,28217.85,198100000,-0.001815986
10/5/2016,28009.4,28277.93,28282.16,27981.39,187160000,-0.009755752
10/6/2016,28026.59,28009.4,28065.18,27936.56,348800000,0.000613534
10/7/2016,27835.22,28031.9,28043.08,27812.39,200840000,-0.006851577
10/10/2016,27925.35,27835.22,27953.31,27808.88,171460000,0.003232753
10/11/2016,28034.32,27925,28060.76,27901.45,234190000,0.003894595
10/12/2016,28027.23,28034.32,28058.03,27921.68,155580000,-0.000252936
10/13/2016,27854.78,28027.23,28030.72,27803.76,380750000,-0.006171952
10/14/2016,27861.03,27854.78,28264.33,27821.27,220850000,0.000224353
10/17/2016,27634.99,27861.03,27867.5,27631.05,255810000,-0.008146215
10/18/2016,27555.31,27634.99,27678.2,27555.31,154110000,-0.002887466
10/19/2016,27478.04,27555.31,27557.14,27460.67,75010000,-0.002808117
10/20/2016,27598.34,27478.04,27720.3,27478.04,111900000,0.004368486
10/21/2016,27596.82,27598.34,27627.63,27573.06,70940000,-5.51E-05
10/24/2016,27575.03,27596.82,27630.83,27567.48,101180000,-0.000789896
10/25/2016,27098.52,27575.07,27588.24,27093.23,112430000,-0.017431539
10/26/2016,27120.39,27098.52,27121.77,27007.21,159990000,0.00080673
10/27/2016,27236.78,27120.39,27242.02,27080.2,155590000,0.004282422
10/28/2016,27294.21,27236.78,27296.32,27192.46,148450000,0.002106326
10/31/2016,27220.09,27294.21,27317.1,27215.56,219900000,-0.002719288
11/1/2016,27252.48,27219.69,27277.25,27196.56,186860000,0.001189223
11/2/2016,27223.08,27252.48,27309,27211.28,202700000,-0.001079383
11/3/2016,27044.36,27223.08,27592.42,27031.6,112520000,-0.006586662
11/4/2016,26981.6,27044.36,27044.36,26896.11,151850000,-0.002323329
11/7/2016,26887.54,26981.6,26982.08,26872.46,115040000,-0.00349217
11/8/2016,26364.27,26884.58,26887.88,26331.97,189010000,-0.019653298
11/9/2016,26173.69,26364.27,26371.37,26083.76,146110000,-0.007254977
11/10/2016,26221.75,26173.69,26327.35,26142.94,137640000,0.001834511
11/11/2016,26170.88,26221.75,26278.62,26137.33,199920000,-0.001941877
11/14/2016,25986.81,26170.88,26239.39,25973.27,160910000,-0.007058241
11/15/2016,25857.06,25986.81,26027.55,25795.52,189730000,-0.005005424
11/16/2016,25653.14,25857.06,25857.86,25632.09,145740000,-0.007917697
11/17/2016,25599.79,25653.14,25661.4,25595.39,161590000,-0.002081833
11/18/2016,25537.54,25599.79,25609.33,25527.83,165580000,-0.002434622
11/21/2016,25505.91,25537.54,25537.77,25486.53,112440000,-0.001239336
